0,0,30
0,0,65
0.00000,-6.20581,65
0.00000,-15.01200,65
0.00000,-19.48099,65
0.00000,-19.80512,65
0.00000,-24.78628,65
0.00000,-19.58126,65
0.00000,-14.99732,65
0.00000,-12.48103,65
0.00000,-10.92067,65
0.00000,-11.32199,65
0.00000,-4.04044,65
0.00000,-0.52275,65
0.00000,-0.28317,65
0.00000,-4.04982,65
0.00000,-5.87921,65
0.00000,-0.49271,65
0.00000,0.11425,65
0.00000,2.16952,65
0.00000,3.06224,65
0.00000,-1.52754,65
0.00000,-1.48569,65
0.00000,1.15126,65
0.00000,-0.46621,65
0.00000,-0.82157,65
0.00000,-3.04316,65
0.00000,-2.79342,65
0.00000,0.66038,65
0.00000,0.88486,65
0.00000,-0.12952,65
0.00000,-4.32527,65
0.00000,-3.90745,65
0.00000,-1.35951,65
0.00000,-1.05045,65
0.00000,-0.35092,65
0.00000,-2.37947,65
0.00000,-1.22341,65
0.00000,3.96445,65
0.00000,5.33302,65
0.00000,4.36587,65
0.00000,-2.17215,65
0.00000,-3.63138,65
0.00000,-1.65448,65
0.00000,1.47882,65
0.00000,3.77292,65
0.00000,-2.66964,65
0.00000,-2.21399,65
0.00000,1.14077,65
0.00000,3.68258,65
0.00000,1.93241,65
0.00000,-4.22797,65
0.00000,-5.23398,65
0.00000,-0.43984,65
0.00000,2.59435,65
0.00000,3.59704,65
0.00000,-0.51526,65
0.00000,-2.26921,65
0.00000,0.21037,65
0.00000,2.16111,65
0.00000,2.53438,65
0.00000,-3.82052,65
0.00000,-3.93950,65
0.00000,-1.44599,65
0.00000,-0.89956,65
0.00000,-3.89842,65
0.00000,-0.55281,65
0.00000,5.01539,65
0.00000,6.05925,65
0.00000,6.68981,65
0.00000,0.84268,65
0.00000,-1.24090,65
0.00000,1.53709,65
0.00000,2.39367,65
0.00000,1.89428,65
0.00000,-2.33894,65
0.00000,-2.74796,65
0.00000,-0.88184,65
0.00000,0.12119,65
0.00000,0.99951,65
0.00000,-4.09086,65
0.00000,-2.03047,65
0.00000,3.00052,65
0.00000,1.65067,65
0.00000,1.29870,65
0.00000,-2.74315,65
0.00000,-2.38973,65
0.00000,-0.58918,65
0.00000,2.72951,65
0.00000,1.08789,65
0.00000,-4.13337,65
0.00000,-3.11018,65
0.00000,0.50730,65
0.00000,2.32119,65
0.00000,4.43416,65
0.00000,0.56598,65
0.00000,-1.76724,65
0.00000,-0.31535,65
0.00000,-0.52631,65
0.00000,1.40979,65
0.00000,-2.84383,65
0.00000,-2.76614,65
0.00000,1.82898,65
0.00000,2.11415,65
0.00000,0.33202,65
0.00000,-2.59622,65
0.00000,-3.87194,65
0.00000,-0.71179,65
0.00000,2.05180,65
0.00000,4.27271,65
0.00000,-0.75265,65
0.00000,-2.06488,65
0.00000,0.38404,65
0.00000,1.67274,65
0.00000,1.24423,65
0.00000,-2.96160,65
0.00000,-2.44669,65
0.00000,1.73640,65
0.00000,1.79874,65
0.00000,2.42099,65
0.00000,-0.94760,65
0.00000,-1.64741,65
0.00000,1.21829,65
0.00000,0.30329,65
0.00000,1.58772,65
0.00000,-1.37908,65
0.00000,-2.80746,65
0.00000,-1.19971,65
0.00000,2.40557,65
0.00000,1.80083,65
0.00000,-3.96469,65
0.00000,-1.81011,65
0.00000,1.93648,65
0.00000,1.72697,65
0.00000,0.23857,65
0.00000,-4.43280,65
0.00000,-2.64046,65
0.00000,2.59352,65
0.00000,3.92181,65
0.00000,2.48505,65
0.00000,-1.53420,65
0.00000,-1.27783,65
0.00000,2.12185,65
0.00000,2.73482,65
0.00000,2.70638,65
0.00000,-1.53931,65
0.00000,-1.72642,65
0.00000,0.19836,65
0.00000,0.56556,65
0.00000,0.37099,75
